MasterID	Mag	Magerr	RA	Dec	MJD	Blend
2.10718E+12	17.05	0.06	192.62121	6.60288	55958.4754	0
2.10718E+12	17.03	0.06	192.62121	6.6029	55958.48353	0
2.10718E+12	17.05	0.06	192.6212	6.60293	55958.49175	0
2.10718E+12	17.09	0.06	192.62122	6.60289	56011.33757	0
2.10718E+12	17.05	0.06	192.62122	6.60297	56011.34629	0
2.10718E+12	17.09	0.06	192.62118	6.60292	56011.355	0
2.10718E+12	17.09	0.06	192.62123	6.60291	56011.36369	0
2.10718E+12	17.12	0.06	192.62116	6.60292	56018.34324	0
2.10718E+12	17.13	0.06	192.62116	6.60293	56018.35063	0
2.10718E+12	17.13	0.06	192.62117	6.60292	56018.35816	0
2.10718E+12	17.1	0.06	192.62118	6.60293	56018.36564	0
2.10718E+12	17	0.06	192.62122	6.6029	56075.27088	0
2.10718E+12	17.02	0.06	192.62118	6.6029	56075.27662	0
2.10718E+12	17.03	0.06	192.62123	6.60288	56075.28244	0
2.10718E+12	17.02	0.06	192.62119	6.60294	56075.28825	0
2.10718E+12	17.13	0.06	192.62122	6.6029	56374.35277	0
2.10718E+12	17.12	0.07	192.62118	6.6029	56374.36173	0
2.10718E+12	17.16	0.07	192.62118	6.60293	56374.37072	0
2.10718E+12	17.1	0.06	192.62121	6.6029	56374.37972	0
2.10718E+12	17.15	0.07	192.62115	6.60291	56422.18222	0
2.10718E+12	17.21	0.07	192.62119	6.6029	56422.18672	0
2.10718E+12	17.18	0.07	192.62117	6.60291	56422.19121	0
2.10718E+12	17.14	0.07	192.62117	6.60294	56422.19575	0
