# TIME                 APTFLUX     APTFLUX_ERR   DETFLUX      DETFLUX_ERR    CENT_ROW        CENT_COL       
  2149.1086387530086   1607.1028   5.642242      0.99323404   0.0034825327   0.41679755      -0.2140196     
  2149.129070902818    1597.0667   5.641944      0.9868293    0.0034598934   0.4209853       -0.2250398     
  2149.1495029521684   1584.7881   5.6409        0.9796496    0.0034340853   0.46880835      -0.23818864    
  2149.1699349005867   1602.5135   5.6417856     0.99081784   0.0034737797   0.482589        -0.24087039    
  2149.190367048999    1596.1584   5.6411138     0.987179     0.0034606098   0.51423264      -0.24898905    
  2149.210799096487    1580.6499   5.640632      0.977496     0.0034263732   0.51820385      -0.2540244     
  2149.231231043974    1576.1947   5.640757      0.97478265   0.003416938    0.53632796      -0.26450357    
  2149.2516631905237   1592.8604   5.6411667     0.9851402    0.0034534954   0.55296105      -0.27648026    
  2149.27209523708     1570.7646   5.6396937     0.9714032    0.00340445     0.5612063       -0.28273526    
  2149.292527282705    1581.21     5.6411643     0.9777018    0.0034274177   0.58203304      -0.29329315    
  2149.312959328323    1561.7468   5.639358      0.9653787    0.0033831345   0.613611        -0.30282405    
  2149.3333913730166   1561.8884   5.639785      0.96581167   0.0033849082   0.61706084      -0.28626937    
  2149.3538234172447   1566.2992   5.6396813     0.9679616    0.003392381    0.6293331       -0.3138727     
  2149.3742554614655   1568.8506   5.6402617     0.9691312    0.0033968291   0.64822716      -0.33286995    
  2149.3946875047623   1595.6798   5.6411366     0.98631376   0.003457591    0.65358734      -0.3083783     
  2149.455983632317    1505.9026   5.6374383     0.95421666   0.0033428792   -0.46446377     0.31332737     
  2149.476415773752    1522.91     5.6381154     0.96259075   0.003372621    -0.45816305     0.2948773      
  2149.4968478151786   1554.6992   5.6407495     0.98244274   0.0034437845   -0.40552565     0.30753142     
  2149.5172797556806   1533.1666   5.639554      0.96847636   0.003394108    -0.440097       0.29486766     
  2149.5377118957185   1534.612    5.639219      0.9681154    0.0033926412   -0.4204722      0.28877342     
  2149.5581439357484   1551.7976   5.6410494     0.9764205    0.0034228566   -0.41811752     0.2694862      
  2149.5785758748534   1552.4299   5.6399355     0.9768875    0.0034238172   -0.40165043     0.27380872     
  2149.5990080134943   1540.4336   5.638963      0.9684288    0.0033935858   -0.39160284     0.26470152     
  2149.6194399516608   1534.1886   5.6383414     0.9651952    0.0033818819   -0.38363305     0.26802027     
  2149.6398719898352   1534.0024   5.6391044     0.9628068    0.0033739696   -0.3645905      0.24407408     
  2149.660304127079    1529.7786   5.638971      0.9615069    0.0033693349   -0.35321587     0.2521583      
  2149.6807360638486   1534.3922   5.6396523     0.9627987    0.003374269    -0.34945747     0.2380288      
  2149.7011681001604   1530.5544   5.6381345     0.9607362    0.0033661346   -0.31493047     0.23169395     
  2149.7216002360074   1529.2776   5.6385093     0.9582637    0.003357695    -0.2939466      0.2121949      
  2149.74203217138     1530.3114   5.638528      0.95957303   0.0033622936   -0.27420983     0.2126011      
  2149.7624642067603   1520.3723   5.638082      0.95209897   0.0033358412   -0.27537644     0.20207587     
  2149.7828963412103   1536.1694   5.63865       0.9612897    0.0033683819   -0.24824029     0.187941       
  2149.803328275186    1532.1981   5.6385813     0.95824933   0.0033576875   -0.22151206     0.17414214     
  2149.8237603087036   1530.8303   5.639216      0.95695764   0.003353539    -0.21468188     0.16772518     
  2149.8441924417566   1536.7781   5.639235      0.960548     0.0033661323   -0.18645191     0.15803437     
  2149.864624474336    1515.8096   5.637701      0.94649714   0.0033159903   -0.19957961     0.15207165     
  2149.885056406456    1534.2784   5.640174      0.9570652    0.0033544858   -0.18474746     0.13862678     
  2149.9054885385776   1515.355    5.638918      0.9449662    0.0033113412   -0.15735221     0.1269054      
  2149.946352500483    1535.2036   5.6390605     0.95234483   0.0033372818   0.05482767      -0.017933385   
  2149.966784630742    1561.5542   5.6405377     0.96839625   0.0033944196   0.070255935     -0.034610137   
  2149.9872166605273   1559.6611   5.6402297     0.96716034   0.0033899022   0.066767834     -0.034172583   
  2150.0076485898535   1570.3674   5.6410236     0.97370946   0.0034133373   0.0856595       -0.04548355    
  2150.0280807187155   1574.8607   5.641324      0.9762841    0.0034225448   0.10334213      -0.04793426    
  2150.048512747104    1585.2703   5.6417017     0.9814392    0.0034408474   0.1296929       -0.07800645    
  2150.0689448750345   1592.7974   5.642878      0.98572415   0.0034565907   0.14597848      -0.0870057     
  2150.089376802498    1599.6742   5.6428394     0.98981243   0.0034709033   0.14815041      -0.09244332    
  2150.1098088294893   1598.1082   5.642579      0.98872995   0.0034669475   0.15787598      -0.09382128    
  2150.130240956023    1598.5896   5.6429195     0.9884486    0.00346617     0.16070183      -0.111735106   
  2150.1506728820896   1599.1666   5.6431417     0.9888213    0.0034676136   0.19029547      -0.104868665   
  2150.1711049081496   1585.0073   5.6422644     0.9798896    0.0034357572   0.19477865      -0.10813234    
  2150.1915370332863   1596.1794   5.6426415     0.98666316   0.0034597386   0.21042217      -0.110138      
  2150.211968957956    1590.3694   5.642447      0.98299485   0.0034467569   0.21523239      -0.11093754    
  2150.232400982153    1593.94     5.642738      0.98460716   0.003452588    0.22704253      -0.13091348    
  2150.252833105893    1565.207    5.6411624     0.96668285   0.0033887888   0.23635787      -0.13757119    
  2150.273265129159    1568.8683   5.6411266     0.9690262    0.003396982    0.26464304      -0.13837408    
  2150.293697051966    1554.941    5.6408634     0.96024513   0.0033660424   0.2651539       -0.14731757    
