MasterID,Mag,Magerr,RA,Dec,MJD,Blend
1121045008618,14.40,0.05,133.70360,20.10848,54763.47879,0
1121045008618,14.39,0.05,133.70362,20.10851,54763.48729,0
1121045008618,14.40,0.05,133.70362,20.10849,54763.49589,0
1121045008618,14.39,0.05,133.70360,20.10849,54763.50440,0
1121045008618,14.09,0.06,133.70363,20.10851,54923.11690,0
1121045008618,14.09,0.06,133.70363,20.10849,54923.12285,0
1121045008618,14.09,0.06,133.70363,20.10851,54923.12861,0
1121045008618,14.07,0.06,133.70364,20.10852,54923.13431,0
1121045008618,15.04,0.06,133.70363,20.10849,54939.15387,0
1121045008618,15.03,0.06,133.70361,20.10848,54939.15875,0
1121045008618,15.03,0.06,133.70364,20.10852,54939.16356,0
1121045008618,15.05,0.06,133.70360,20.10850,54939.16837,0
1121045008618,14.85,0.06,133.70363,20.10853,54848.34803,0
1121045008618,14.83,0.06,133.70364,20.10849,54848.35528,0
1121045008618,14.88,0.06,133.70363,20.10849,54848.36261,0
1121045008618,14.84,0.06,133.70364,20.10851,54848.36986,0
1121045008618,14.81,0.06,133.70361,20.10850,54859.17794,0
1121045008618,14.80,0.06,133.70360,20.10847,54859.18439,0
1121045008618,14.80,0.06,133.70361,20.10848,54859.19086,0
1121045008618,14.79,0.06,133.70361,20.10847,54859.19726,0
1121045008618,15.44,0.06,133.70364,20.10850,54983.17656,0
1121045008618,15.45,0.06,133.70364,20.10851,54983.18144,0
1121045008618,15.36,0.06,133.70366,20.10851,54983.18623,0
1121045008618,15.40,0.06,133.70360,20.10854,54983.19107,0
1121045008618,14.96,0.06,133.70363,20.10852,54906.16857,0
1121045008618,14.96,0.06,133.70363,20.10850,54906.17337,0
1121045008618,14.94,0.06,133.70363,20.10851,54906.17811,0
1121045008618,14.96,0.06,133.70365,20.10852,54906.18293,0
1121045008618,14.93,0.06,133.70361,20.10850,54914.20304,0
1121045008618,14.94,0.06,133.70362,20.10850,54914.21521,0
1121045008618,14.91,0.06,133.70363,20.10854,54914.22743,0
1121045008618,14.93,0.06,133.70368,20.10850,54914.23958,0
1121045008618,15.19,0.06,133.70361,20.10846,54976.15817,0
1121045008618,15.22,0.06,133.70363,20.10853,54976.16298,0
1121045008618,15.19,0.06,133.70362,20.10852,54976.16779,0
1121045008618,15.19,0.06,133.70358,20.10848,54976.17261,0
1121045008618,14.12,0.05,133.70361,20.10849,55161.41308,0
1121045008618,14.12,0.05,133.70361,20.10850,55161.41979,0
1121045008618,14.13,0.05,133.70361,20.10852,55161.42650,0
1121045008618,14.12,0.05,133.70362,20.10851,55161.43315,0
1121045008618,14.15,0.05,133.70361,20.10850,55162.37903,0
1121045008618,14.15,0.05,133.70360,20.10850,55162.38756,0
1121045008618,14.14,0.05,133.70360,20.10850,55162.39602,0
1121045008618,14.15,0.05,133.70360,20.10851,55162.40448,0
1121045008618,14.26,0.05,133.70361,20.10850,55128.48326,0
1121045008618,14.26,0.05,133.70361,20.10852,55128.48879,0
1121045008618,14.26,0.05,133.70361,20.10849,55128.49426,0
1121045008618,14.28,0.05,133.70361,20.10851,55128.49986,0
1121045008618,14.47,0.07,133.70361,20.10848,55094.50424,0
1121045008618,14.46,0.07,133.70363,20.10850,55094.50553,0
1121045008618,14.45,0.07,133.70360,20.10850,55094.50674,0
1121045008618,14.49,0.07,133.70364,20.10850,55094.50803,0
1121045008618,14.23,0.05,133.70360,20.10847,55531.37364,0
1121045008618,14.25,0.05,133.70360,20.10847,55531.38522,0
1121045008618,14.23,0.05,133.70360,20.10848,55531.39107,0
1121045008618,14.42,0.06,133.70360,20.10848,55545.33053,0
1121045008618,14.43,0.06,133.70360,20.10849,55545.34530,0
1121045008618,14.43,0.06,133.70360,20.10847,55545.35264,0
1121045008618,14.79,0.06,133.70361,20.10849,55559.29811,0
1121045008618,14.77,0.06,133.70360,20.10848,55559.31380,0
1121045008618,14.05,0.05,133.70363,20.10853,55241.30145,0
1121045008618,14.06,0.05,133.70361,20.10852,55241.30894,0
1121045008618,14.06,0.05,133.70361,20.10852,55241.31648,0
1121045008618,14.05,0.05,133.70362,20.10852,55241.32396,0
1121045008618,13.88,0.05,133.70363,20.10852,55202.39732,0
1121045008618,13.89,0.05,133.70362,20.10852,55202.40556,0
1121045008618,13.89,0.05,133.70361,20.10851,55202.41371,0
1121045008618,13.89,0.05,133.70362,20.10853,55202.42192,0
1121045008618,14.24,0.05,133.70363,20.10854,55260.21243,0
1121045008618,14.24,0.05,133.70363,20.10855,55260.21700,0
1121045008618,14.25,0.05,133.70362,20.10853,55260.22158,0
1121045008618,14.24,0.05,133.70363,20.10851,55260.22615,0
1121045008618,14.94,0.06,133.70360,20.10853,55329.17329,0
1121045008618,14.93,0.06,133.70365,20.10853,55329.18076,0
1121045008618,14.92,0.06,133.70361,20.10850,55329.18822,0
1121045008618,14.92,0.06,133.70363,20.10852,55329.19570,0
1121045008618,15.21,0.06,133.70361,20.10848,55501.46633,0
1121045008618,15.22,0.06,133.70361,20.10849,55501.48117,0
1121045008618,15.21,0.06,133.70359,20.10851,55501.48870,0
1121045008618,14.80,0.06,133.70361,20.10849,55511.47035,0
1121045008618,14.80,0.06,133.70359,20.10848,55511.48323,0
1121045008618,14.79,0.06,133.70361,20.10848,55511.48961,0
1121045008618,15.43,0.06,133.70357,20.10848,55486.46609,0
1121045008618,15.41,0.06,133.70360,20.10848,55486.47787,0
1121045008618,15.41,0.06,133.70360,20.10850,55486.48375,0
1121045008618,14.67,0.06,133.70361,20.10850,55655.22206,0
1121045008618,14.67,0.06,133.70361,20.10851,55655.22893,0
1121045008618,14.66,0.06,133.70362,20.10850,55655.23584,0
1121045008618,14.67,0.06,133.70363,20.10848,55655.24275,0
1121045008618,14.47,0.05,133.70373,20.10850,55597.30219,0
1121045008618,14.47,0.05,133.70372,20.10850,55597.31343,0
1121045008618,14.46,0.05,133.70369,20.10848,55597.32470,0
1121045008618,14.49,0.05,133.70370,20.10850,55597.33596,0
1121045008618,15.17,0.06,133.70359,20.10850,55615.17920,0
1121045008618,15.18,0.06,133.70359,20.10849,55615.18659,0
1121045008618,15.17,0.06,133.70358,20.10847,55615.19403,0
1121045008618,15.18,0.06,133.70359,20.10849,55615.20145,0
1121045008618,14.81,0.06,133.70357,20.10849,55566.32736,0
1121045008618,14.85,0.06,133.70363,20.10850,55566.33341,0
1121045008618,14.85,0.06,133.70360,20.10848,55566.33938,0
1121045008618,14.85,0.06,133.70361,20.10852,55566.34541,0
1121045008618,14.65,0.06,133.70361,20.10848,55572.40347,0
1121045008618,14.65,0.06,133.70361,20.10849,55572.40995,0
1121045008618,14.65,0.06,133.70360,20.10848,55572.41645,0
1121045008618,14.66,0.06,133.70361,20.10848,55572.42298,0
1121045008618,14.52,0.06,133.70363,20.10849,55585.46580,0
1121045008618,14.53,0.06,133.70363,20.10851,55585.47225,0
1121045008618,14.51,0.06,133.70361,20.10851,55585.47879,0
1121045008618,14.52,0.06,133.70358,20.10849,55585.48534,0
1121045008618,15.14,0.06,133.70359,20.10850,55622.15128,0
1121045008618,15.15,0.06,133.70360,20.10849,55622.15956,0
1121045008618,15.14,0.06,133.70361,20.10848,55622.16784,0
1121045008618,15.17,0.06,133.70360,20.10850,55622.17609,0
1121045008618,14.50,0.06,133.70367,20.10852,55682.22520,0
1121045008618,14.49,0.06,133.70364,20.10856,55682.23383,0
1121045008618,14.51,0.06,133.70364,20.10854,55682.24254,0
1121045008618,14.49,0.06,133.70364,20.10854,55682.25124,0
1121045008618,13.78,0.05,133.70362,20.10852,53670.49107,0
1121045008618,13.78,0.05,133.70361,20.10851,53670.49387,0
1121045008618,13.77,0.05,133.70362,20.10850,53670.49665,0
1121045008618,13.78,0.05,133.70362,20.10851,53670.49935,0
1121045008618,15.23,0.06,133.70358,20.10852,55857.47066,0
1121045008618,15.23,0.06,133.70361,20.10853,55857.47939,0
1121045008618,15.21,0.06,133.70362,20.10851,55857.48784,0
1121045008618,15.23,0.06,133.70364,20.10852,55857.49673,0
1121045008618,14.51,0.06,133.70360,20.10851,55887.37371,0
1121045008618,14.50,0.06,133.70362,20.10850,55887.38385,0
1121045008618,14.49,0.06,133.70363,20.10852,55887.39415,0
1121045008618,14.48,0.06,133.70362,20.10849,55887.40443,0
1121045008618,14.88,0.06,133.70364,20.10848,55919.34893,0
1121045008618,14.85,0.06,133.70363,20.10852,55919.35741,0
1121045008618,14.86,0.06,133.70357,20.10851,55919.36582,0
1121045008618,14.88,0.06,133.70363,20.10849,55919.37424,0
1121045008618,14.90,0.06,133.70361,20.10851,55940.35100,0
1121045008618,14.92,0.06,133.70363,20.10852,55940.35661,0
1121045008618,14.90,0.06,133.70363,20.10852,55940.36220,0
1121045008618,14.89,0.06,133.70362,20.10851,55940.36784,0
1121045008618,14.92,0.06,133.70364,20.10853,55968.34267,0
1121045008618,14.94,0.06,133.70364,20.10852,55968.35178,0
1121045008618,14.93,0.06,133.70364,20.10854,55968.36094,0
1121045008618,14.92,0.06,133.70365,20.10853,55968.36995,0
1121045008618,15.12,0.06,133.70361,20.10851,55979.21124,0
1121045008618,15.11,0.06,133.70363,20.10853,55979.22000,0
1121045008618,15.11,0.06,133.70362,20.10849,55979.22881,0
1121045008618,15.13,0.06,133.70364,20.10852,55979.23763,0
1121045008618,14.82,0.06,133.70362,20.10852,55986.16661,0
1121045008618,14.81,0.06,133.70364,20.10852,55986.17169,0
1121045008618,14.81,0.06,133.70362,20.10850,55986.17678,0
1121045008618,14.81,0.06,133.70359,20.10853,55986.18190,0
1121045008618,14.43,0.06,133.70360,20.10851,56000.18587,0
1121045008618,14.39,0.06,133.70362,20.10851,56000.19200,0
1121045008618,14.38,0.06,133.70363,20.10851,56000.19710,0
1121045008618,14.39,0.06,133.70363,20.10851,56000.20223,0
1121045008618,14.25,0.05,133.70365,20.10852,56013.13519,0
1121045008618,14.25,0.05,133.70364,20.10853,56013.14020,0
1121045008618,14.24,0.05,133.70363,20.10852,56013.14528,0
1121045008618,14.25,0.05,133.70363,20.10853,56013.15033,0
1121045008618,14.04,0.05,133.70364,20.10851,56028.14823,0
1121045008618,14.03,0.05,133.70363,20.10851,56028.15489,0
1121045008618,14.03,0.05,133.70363,20.10852,56028.16147,0
1121045008618,14.03,0.05,133.70364,20.10852,56028.16815,0
1121045008618,14.24,0.05,133.70365,20.10851,56041.17462,0
1121045008618,14.24,0.05,133.70362,20.10851,56041.17910,0
1121045008618,14.25,0.05,133.70366,20.10851,56041.18355,0
1121045008618,14.25,0.05,133.70362,20.10851,56041.18805,0
1121045008618,14.05,0.05,133.70363,20.10854,56060.14653,0
1121045008618,14.06,0.05,133.70363,20.10855,56060.15519,0
1121045008618,14.04,0.05,133.70363,20.10852,56060.16308,0
1121045008618,14.02,0.05,133.70364,20.10853,56060.17110,0
1121045008618,14.11,0.05,133.70364,20.10855,56067.16675,0
1121045008618,14.12,0.05,133.70364,20.10853,56067.17234,0
1121045008618,14.12,0.05,133.70362,20.10853,56067.17800,0
1121045008618,14.11,0.05,133.70364,20.10852,56067.18361,0
1121045008618,14.97,0.06,133.70365,20.10853,56204.48646,0
1121045008618,14.99,0.06,133.70363,20.10851,56204.49404,0
1121045008618,14.99,0.06,133.70362,20.10850,56204.50157,0
1121045008618,14.97,0.06,133.70362,20.10852,56204.50913,0
1121045008618,14.80,0.06,133.70362,20.10850,56214.44144,0
1121045008618,14.78,0.06,133.70359,20.10852,56214.44828,0
1121045008618,14.79,0.06,133.70362,20.10850,56214.45522,0
1121045008618,14.78,0.06,133.70363,20.10850,56214.46211,0
1121045008618,14.60,0.06,133.70369,20.10849,56225.41444,0
1121045008618,14.66,0.06,133.70364,20.10852,56225.41849,0
1121045008618,14.68,0.06,133.70358,20.10847,56225.42256,0
1121045008618,14.66,0.06,133.70359,20.10850,56225.42662,0
1121045008618,14.27,0.05,133.70367,20.10852,56233.42316,0
1121045008618,14.27,0.05,133.70365,20.10854,56233.43047,0
1121045008618,14.28,0.05,133.70366,20.10852,56233.43788,0
1121045008618,14.27,0.05,133.70366,20.10853,56233.44525,0
1121045008618,14.53,0.05,133.70363,20.10850,56244.47921,0
1121045008618,14.51,0.05,133.70362,20.10852,56244.48650,0
1121045008618,14.53,0.05,133.70361,20.10852,56244.49380,0
1121045008618,14.53,0.05,133.70361,20.10853,56244.50108,0
1121045008618,14.75,0.06,133.70363,20.10853,56251.45910,0
1121045008618,14.75,0.06,133.70362,20.10854,56251.46425,0
1121045008618,14.75,0.06,133.70363,20.10852,56251.46936,0
1121045008618,14.74,0.06,133.70366,20.10850,56251.47447,0
1121045008618,15.15,0.06,133.70363,20.10854,56270.33368,0
1121045008618,15.24,0.07,133.70368,20.10845,56270.34046,0
1121045008618,15.20,0.06,133.70360,20.10853,56270.34725,0
1121045008618,15.21,0.06,133.70365,20.10849,56270.35410,0
1121045008618,15.32,0.06,133.70362,20.10853,56274.37187,0
1121045008618,15.34,0.06,133.70363,20.10850,56274.37733,0
1121045008618,15.35,0.06,133.70362,20.10855,56274.38284,0
1121045008618,15.35,0.06,133.70363,20.10853,56274.38836,0
1121045008618,15.43,0.06,133.70365,20.10849,56281.34123,0
1121045008618,15.42,0.06,133.70363,20.10854,56281.35101,0
1121045008618,15.41,0.06,133.70360,20.10853,56281.36077,0
1121045008618,15.41,0.06,133.70363,20.10852,56281.37062,0
1121045008618,15.41,0.06,133.70363,20.10855,56295.42902,0
1121045008618,15.41,0.06,133.70363,20.10854,56295.43617,0
1121045008618,15.41,0.06,133.70368,20.10851,56295.44306,0
1121045008618,15.40,0.06,133.70361,20.10853,56295.44989,0
1121045008618,15.30,0.06,133.70363,20.10851,56308.35477,0
1121045008618,15.28,0.06,133.70365,20.10854,56308.36089,0
1121045008618,15.30,0.06,133.70363,20.10852,56308.36700,0
1121045008618,15.29,0.06,133.70362,20.10851,56308.37312,0
1121045008618,15.16,0.06,133.70363,20.10852,56323.36334,0
1121045008618,15.17,0.06,133.70365,20.10853,56323.36843,0
1121045008618,15.17,0.06,133.70365,20.10851,56323.37356,0
1121045008618,15.17,0.06,133.70364,20.10853,56323.37868,0
1121045008618,15.05,0.06,133.70362,20.10850,56334.26012,0
1121045008618,15.04,0.06,133.70363,20.10853,56334.26403,0
1121045008618,15.04,0.06,133.70363,20.10852,56334.26793,0
1121045008618,15.06,0.06,133.70364,20.10851,56334.27182,0
1121045008618,14.63,0.06,133.70364,20.10852,56337.21685,0
1121045008618,14.64,0.06,133.70363,20.10853,56337.22767,0
1121045008618,14.61,0.06,133.70363,20.10851,56337.23845,0
1121045008618,14.62,0.06,133.70363,20.10851,56337.24931,0
