# time_1               cadence_1   quality_1   x_1                     y_1                      flux_1               error_1              mflags_1   trend_t_1            trend_p_1            time_2               cadence_2   quality_2   x_2                     y_2                      flux_2              error_2              mflags_2   trend_t_2           trend_p_2           
  2340.9563306960263   -21839      0           0.2347182333469391      0.08112768083810806      1390.2802393525099   4.2962327003479      0          1374.1695806342275   1403.0584541830697   2340.9563306960263   -21839      0           0.2347182333469391      0.08112768083810806      835.6230352398405   2.5832183361053467   0          867.4430819878618   785.4769675993994   
  2340.976762333841    -21838      0           0.24204765260219574     0.08459869772195816      1401.763212289397    4.297152519226074    0          1374.1035062364872   1403.6881865032979   2340.976762333841    -21838      0           0.24204765260219574     0.08459869772195816      842.9682722251703   2.583766222000122    0          867.4104012570629   781.6024606612748   
  2340.9971940715477   -21837      0           0.2541283369064331      0.08943566679954529      1395.6575977099424   4.294735908508301    0          1374.0420818495263   1404.8469246884633   2340.9971940715477   -21837      0           0.2541283369064331      0.08943566679954529      839.0730662824524   2.5824153423309326   0          867.3855818075161   774.5613044129144   
  2341.0176256092527   -21836      0           0.26317307353019714     0.09261120855808258      1397.4776947751518   4.294423580169678    0          1373.9853395292225   1405.7655767794952   2341.0176256092527   -21836      0           0.26317307353019714     0.09261120855808258      840.7804890660764   2.58225154876709     0          867.3684332546115   768.9224828189137   
  2341.0380572469585   -21835      0           0.26694047451019287     0.09423404932022095      1390.8648982703628   4.292967319488525    0          1373.933305997112    1406.1207144335822   2341.0380572469585   -21835      0           0.26694047451019287     0.09423404932022095      837.2265807253185   2.5814499855041504   0          867.3587162050995   766.7190794005899   
  2341.058488984425    -21834      0           0.25969746708869934     0.09215495735406876      1390.0233951298771   4.293684959411621    0          1373.8860053628293   1405.3391080521005   2341.058488984425    -21834      0           0.25969746708869934     0.09215495735406876      835.8412175677851   2.5817606449127197   0          867.3561434005005   771.5393884095973   
  2341.0789205220135   -21833      0           0.26417839527130127     0.0930638462305069       1391.0126009815892   4.294769763946533    0          1373.8434588286495   1405.8583911173807   2341.0789205220135   -21833      0           0.26417839527130127     0.0930638462305069       837.2200064530858   2.58244252204895     0          867.3603796774486   768.3475253567235   
  2341.099352159479    -21832      0           0.26439401507377625     0.09177938103675842      1393.680831700364    4.293795585632324    0          1373.8056828379779   1406.0060125611526   2341.099352159479    -21832      0           0.26439401507377625     0.09177938103675842      838.3975093711763   2.581825017929077    0          867.3710429996421   767.4173547219083   
  2341.1197838968365   -21831      0           0.2758898138999939      0.09714633971452713      1388.7139633136687   4.292393684387207    0          1373.7726911796303   1407.0473765124455   2341.1197838968365   -21831      0           0.2758898138999939      0.09714633971452713      835.8355427256563   2.5809807777404785   0          867.3877057931982   760.8750731246535   
  2341.140215534193    -21830      0           0.2735201120376587      0.09800660610198975      1390.7264598863171   4.2926530838012695   0          1373.7444945697684   1406.6640286980964   2341.140215534193    -21830      0           0.2735201120376587      0.09800660610198975      835.4319350568746   2.5810723304748535   0          867.4098962985778   763.3584800341492   
  2341.160647171542    -21829      0           0.28242093324661255     0.10064975172281265      1390.2954469457065   4.290937423706055    0          1373.7210999622991   1407.6103796055513   2341.160647171542    -21829      0           0.28242093324661255     0.10064975172281265      836.8002641922225   2.580143690109253    0          867.437101148706    757.3370915564857   
  2341.1810788087823   -21828      0           0.2859683930873871      0.10120187699794769      1388.4542966095128   4.290770053863525    0          1373.7025112774159   1408.0213881578784   2341.1810788087823   -21828      0           0.2859683930873871      0.10120187699794769      835.3018971949259   2.5800621509552      0          867.4687675615362   754.6254474143896   
  2341.201510445906    -21827      0           0.28201398253440857     0.10039649903774261      1386.675201928485    4.291280269622803    0          1373.6887292872373   1407.5778146337723   2341.201510445906    -21827      0           0.28201398253440857     0.10039649903774261      833.1422144748954   2.580394744873047    0          867.5043062968897   757.5397525318791   
  2341.2219420830224   -21826      0           0.2723246216773987      0.09622722119092941      1398.862451976259    4.294187545776367    0          1373.679751674242    1406.658453331806    2341.2219420830224   -21826      0           0.2723246216773987      0.09622722119092941      841.0568306639803   2.5820319652557373   0          867.5430949348678   763.3530713376285   
  2341.242373720146    -21825      0           0.27004215121269226     0.09499887377023697      1392.4232965655497   4.2936811447143555   0          1373.6755730886239   1406.464214085946    2341.242373720146    -21825      0           0.27004215121269226     0.09499887377023697      837.4746853768845   2.5817694664001465   0          867.5844815308863   764.5632636224559   
  2341.2628053571534   -21824      0           0.270484060049057       0.09667425602674484      1388.3008060640248   4.292705535888672    0          1373.6761852038605   1406.3760094644217   2341.2628053571534   -21824      0           0.270484060049057       0.09667425602674484      832.8797533091353   2.5812649726867676   0          867.627788632718    765.1490072407172   
  2341.2832369941534   -21823      0           0.27447956800460815     0.09713684767484665      1397.09376039715     4.294093132019043    0          1373.68157677052     1406.864040517762    2341.2832369941534   -21823      0           0.27447956800460815     0.09713684767484665      839.1928821597578   2.5819075107574463   0          867.6723176413918   762.0603313150145   
  2341.3036686310443   -21822      0           0.2760666310787201      0.09810464829206467      1392.605240315274    4.292957782745361    0          1373.6917336679278   1406.9908412022303   2341.3036686310443   -21822      0           0.2760666310787201      0.09810464829206467      835.9929481154583   2.581393241882324    0          867.717353490842    761.2741284356451   
  2341.324100267935    -21821      0           0.27363884449005127     0.09616103023290634      1395.2900715399785   4.2941813468933105   0          1373.7066389535178   1406.8365148481857   2341.324100267935    -21821      0           0.27363884449005127     0.09616103023290634      838.3503498841909   2.5819880962371826   0          867.7621696238742   762.2078480338803   
  2341.344532004703    -21820      0           0.27417412400245667     0.09559944272041321      1392.9876223741655   4.293751239776611    0          1373.7262730168354   1406.953802606931    2341.344532004703    -21820      0           0.27417412400245667     0.09559944272041321      837.245726656002    2.5816714763641357   0          867.8060334424835   761.4279702364287   
