idno,parentID,objID,run,rowc,camcol,htmid,parent_ra,ra,parent_dec,dec,separation,mjd_g,psfMag_g,psfMagErr_g,mjd_r,psfMag_r,psfMagErr_r,flags,calMag_g,calMagErr_g,calMag_r,calMagErr_r,Flux_g,FluxErr_g,Flux_r,FluxErr_r,calFlux_g,calFluxErr_g,calFlux_r,calFluxErr_r,ZSPEC
39,8647475121985880238,8658194806309388394,5709,1382.162,5,17073612140588,16.4313082055,16.4313082055,0.667770687599,0.667770687599,0.142610457054,53654.3448406,17.93186,0.02083186,53654.3415235,17.58735,0.01421115,STATIONARY BINNED1 CHILD,17.9178321069,0.02083186,17.6067633453,0.01421115,0.000243939129399,4.68044080081e-06,0.000335031401712,4.38522505704e-06,0.000247111323442,4.74130500316e-06,0.000329094140281,4.3075127897e-06,1.074
39,8647475121985880238,8658194956617121857,5744,1362.355,5,17073612140583,16.4313399342,16.4313399342,0.667745035064,0.667745035064,0.0181990211597,53663.3057508,17.87625,0.01614256,53663.3024336,17.53539,0.01706647,STATIONARY MOVED BINNED1 CHILD,17.8835615234,0.01614256,17.5790657736,0.01706647,0.000256758923046,3.81746480472e-06,0.000351454882806,5.52446591139e-06,0.000255035670109,3.79184382692e-06,0.000337597495444,5.30664511126e-06,1.074
39,8647475121985880238,8658195021054345219,5759,247.8417,5,17073612140583,16.4313281271,16.4313281271,0.667756928242,0.667756928242,0.0596631658183,53665.2840612,18.14463,0.01240444,53665.280744,18.26804,0.01250896,STATIONARY BINNED1 INTERP MANYPETRO,17.7341425275,0.01240444,17.8748366156,0.01250896,0.000200527110337,2.29101664815e-06,0.000178981306965,2.06209992539e-06,0.00029266359054,3.34366394505e-06,0.000257093061087,2.96203191705e-06,1.074
39,8647475121985880238,8658195068297674760,5770,389.0067,5,17073612140583,16.4313434849,16.4313434849,0.667750440004,0.667750440004,0.040680526245,53668.2956481,17.89727,0.01465539,53668.2923309,17.58634,0.01820195,STATIONARY BINNED1,17.9063019519,0.01465539,17.5754512976,0.01820195,0.000251835828907,3.39931992848e-06,0.000335343208849,5.62191893695e-06,0.000249749555875,3.37115927493e-06,0.000338723252769,5.6785838842e-06,1.074
39,8647475121985880238,8658195115542118451,5781,1091.966,5,17073612140583,16.4313429975,16.4313429975,0.667742581199,0.667742581199,0.026149577285,53670.3002861,18.04327,0.0239549,53670.296969,17.66796,0.02548338,STATIONARY BINNED1 CHILD,17.9480329242,0.0239549,17.596121972,0.02548338,0.000220149291424,4.85723648011e-06,0.000311058015373,7.30089010587e-06,0.000240332373909,5.30253964749e-06,0.000332335483621,7.80029301317e-06,1.074
39,8647475121985880238,8658195162789511216,5792,678.5287,5,17073612140583,16.4313400694,16.4313400694,0.667752789011,0.667752789011,0.0411516360103,53673.2683975,17.91677,0.02623288,53673.2650804,17.5812,0.01763184,STATIONARY BINNED1 CHILD,17.9195305896,0.02623288,17.6020400421,0.01763184,0.000247353175905,5.97641379564e-06,0.000336934531275,5.47167497023e-06,0.000246725053137,5.96123753879e-06,0.000330528929738,5.36765140002e-06,1.074
39,8647475121985880238,8658195197147938901,5800,1043.677,5,17073612140581,16.4313325181,16.4313325181,0.667771760969,0.667771760969,0.107020978682,53675.2651747,17.89979,0.01923698,53675.2618574,17.51969,0.02937301,STATIONARY BINNED1 CHILD,17.9355286475,0.01923698,17.5552490515,0.02937301,0.00025125199233,4.45167609139e-06,0.000356573940485,9.64661687803e-06,0.000243116259505,4.30752838617e-06,0.000345084883947,9.33579816375e-06,1.074
39,8647475121985880238,8658195252985004078,5813,584.1202,5,17073612140583,16.431321136,16.431321136,0.667755182054,0.667755182054,0.0703288444904,53677.2863448,17.89617,0.02965587,53677.2830278,17.5898,0.02196816,STATIONARY MOVED BINNED1 CHILD,17.8895311755,0.02965587,17.6058945587,0.02196816,0.000252091103365,6.88565609455e-06,0.000334276241948,6.76357561689e-06,0.000253637262832,6.92788785469e-06,0.000329357581808,6.66405462844e-06,1.074
39,8647475121985880238,8658195295932448858,5823,1108.977,5,17073612140583,16.4313406319,16.4313406319,0.667750546076,0.667750546076,0.0347951278243,53680.2728519,17.9234,0.01435422,53680.2695348,17.59217,0.01521906,STATIONARY NODEBLEND_MOVING MOVED BINNED2 BINNED1 DEBLEND_PRUNED,17.8837049164,0.01435422,17.595127695,0.01521906,0.000245847321808,3.25029136782e-06,0.000333547360157,4.67544012062e-06,0.000255001989704,3.37132230401e-06,0.000332639964588,4.66272095338e-06,1.074
39,8647475121985880238,8658195532156764217,5878,1320.758,5,17073612140581,16.43132398,16.43132398,0.667765772404,0.667765772404,0.0948113554553,53693.2746819,17.92373,0.02532087,53693.2713648,17.55258,0.07842744,STATIONARY BINNED1 MANYPETRO,17.8708131757,0.02532087,17.6079115811,0.07842744,0.000245772609761,5.7317774599e-06,0.000345934247992,2.49884119574e-05,0.000258047872081,6.01805259131e-06,0.000328746284834,2.3746854899e-05,1.074
39,8647475121985880238,8658195618057486412,5898,1290.754,5,17073612140583,16.4313278004,16.4313278004,0.667747264436,0.667747264436,0.033892920608,53698.2720806,17.93552,0.01846491,53698.2687636,17.59266,0.02036001,STATIONARY BINNED1 MANYPETRO,17.8796963763,0.01846491,17.597444935,0.02036001,0.000243118195854,4.13468005196e-06,0.000333396861456,6.25196672204e-06,0.000255945200711,4.35282574541e-06,0.000331930780065,6.22447447373e-06,1.074
39,8647475121985880238,8658195703955390468,5918,100.4631,5,17073612140583,16.4313308531,16.4313308531,0.667738189426,0.667738189426,0.0227846302731,53704.258376,17.87384,0.03131216,53704.2550588,17.62064,0.02887149,STATIONARY BINNED1,17.8782390021,0.03131216,17.6270948187,0.02887149,0.000257329483626,7.42129434179e-06,0.000324914780409,8.64004307145e-06,0.00025628898551,7.39128692578e-06,0.000322988850672,8.58882965541e-06,1.074
39,8647475121985880238,8658197404756213812,6314,1183.595,5,17073612140583,16.4313400034,16.4313400034,0.667726193844,0.667726193844,0.0596572537847,53989.35407,17.66491,0.01447545,53989.350753,17.40093,0.01248151,STATIONARY BINNED1,17.6200688898,0.01447545,17.431899017,0.01248151,0.00031193332337,4.15882340245e-06,0.000397789877818,4.57296185771e-06,0.000325085990536,4.3341794181e-06,0.000386603775062,4.44436790636e-06,1.074
39,8647475121985880238,8658197610889936911,6362,396.6552,5,17073612140581,16.4313359173,16.4313359173,0.667763165153,0.667763165153,0.0754472503523,53995.3689313,17.52595,0.0170829,53995.3656141,17.28706,0.01492924,STATIONARY BINNED1 CHILD,17.6840469696,0.0170829,17.3988090463,0.01492924,0.000354524195281,5.57806918534e-06,0.000441775702792,6.07457713562e-06,0.000306483407366,4.82220016385e-06,0.000398567709981,5.48045390317e-06,1.074
39,8647475121985880238,8658197701102600267,6383,1287.141,5,17073612140583,16.4313347264,16.4313347264,0.667743992101,0.667743992101,0.00739074340406,54000.32946,17.64576,0.01788366,54000.3261429,17.4212,0.01958182,STATIONARY BINNED1 INTERP CHILD,17.6275397546,0.01788366,17.4091897766,0.01958182,0.000317483960097,5.22943529372e-06,0.000390432272021,7.04166765659e-06,0.000322856773384,5.31793318615e-06,0.000394775151813,7.11999357083e-06,1.074
39,8647475121985880238,8658197834243571740,6414,697.6006,5,17073612140583,16.4313459216,16.4313459216,0.667753069927,0.667753069927,0.0535866633268,54007.3797876,17.60709,0.04317837,54007.3764704,17.39759,0.01388225,STATIONARY NODEBLEND_MOVING MOVED BINNED1 DEBLEND_PRUNED INTERP ,17.5650164526,0.04317837,17.387004566,0.01388225,0.000328995395998,1.30837609594e-05,0.000399015467473,5.10183381507e-06,0.00034199461781,1.36007227602e-05,0.000402924721726,5.15181751871e-06,1.074
